state,account length,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn,account_duration,total_calls,total_min,avg_usage
SC,73,no,no,0,203.3,45,34.56,141.9,87,12.06,200.7,71,9.03,8.5,6,2.3,0,False,short-term,203,545.9000000000001,2.6891625615763552
KY,21,no,no,0,92.6,95,15.74,161.9,70,13.76,285.0,78,12.83,11.3,3,3.05,5,True,short-term,243,539.5,2.220164609053498
AL,148,no,yes,21,262.9,135,44.69,149.5,96,12.71,140.5,109,6.32,8.1,4,2.19,1,False,mid-term,340,552.9,1.6261764705882353
NE,103,no,no,0,160.8,91,27.34,155.8,82,13.24,254.3,103,11.44,8.5,3,2.3,1,False,mid-term,276,570.9000000000001,2.0684782608695658
MT,143,no,yes,22,141.8,116,24.11,167.3,99,14.22,178.1,130,8.01,7.8,3,2.11,1,False,mid-term,345,487.20000000000005,1.4121739130434785
MN,79,no,yes,32,50.6,62,8.6,201.4,87,17.12,146.8,121,6.61,4.2,4,1.13,2,False,short-term,270,398.8,1.4770370370370371
NV,89,no,no,0,134.9,59,22.93,156.0,152,13.26,197.5,112,8.89,10.2,5,2.75,1,False,mid-term,323,488.4,1.5120743034055726
CA,120,no,no,0,252.1,110,42.86,226.1,103,19.22,155.6,83,7.0,13.8,3,3.73,1,False,mid-term,296,633.8,2.141216216216216
UT,121,no,yes,41,215.5,95,36.64,241.8,92,20.55,147.0,108,6.61,9.6,3,2.59,1,False,mid-term,295,604.3,2.0484745762711865
IL,101,no,no,0,124.8,66,21.22,257.2,85,21.86,193.2,115,8.69,13.4,4,3.62,0,False,mid-term,266,575.2,2.162406015037594
DC,115,no,no,0,178.7,114,30.38,271.0,96,23.04,245.9,94,11.07,16.4,5,4.43,2,False,mid-term,304,695.6,2.2881578947368424
IN,168,no,no,0,183.2,131,31.14,179.2,73,15.23,292.8,100,13.18,9.9,5,2.67,2,False,long-term,304,655.2,2.155263157894737
NM,90,no,no,0,167.5,96,28.48,139.1,104,11.82,138.4,87,6.23,13.0,1,3.51,1,False,mid-term,287,445.0,1.5505226480836236
MS,70,no,no,0,147.1,105,25.01,200.0,135,17.0,234.9,65,10.57,12.5,9,3.38,3,False,short-term,305,582.0,1.9081967213114754
VT,138,no,no,0,230.1,107,39.12,212.0,120,18.02,174.9,119,7.87,13.2,4,3.56,1,False,mid-term,346,617.0,1.783236994219653
VT,43,no,no,0,135.8,125,23.09,163.2,88,13.87,229.8,106,10.34,12.6,3,3.4,0,False,short-term,319,528.8,1.657680250783699
UT,117,no,yes,20,205.7,98,34.97,136.1,107,11.57,159.4,147,7.17,8.7,3,2.35,2,False,mid-term,352,501.19999999999993,1.423863636363636
KY,108,no,no,0,73.8,105,12.55,143.4,114,12.19,170.2,98,7.66,10.9,3,2.94,2,False,mid-term,317,387.4,1.2220820189274446
VA,118,no,no,0,189.3,119,32.18,233.5,112,19.85,270.9,104,12.19,10.0,1,2.7,2,False,mid-term,335,693.7,2.0707462686567166
OH,169,no,no,0,147.2,115,25.02,161.9,123,13.76,142.1,103,6.39,7.2,6,1.94,3,False,long-term,341,451.20000000000005,1.32316715542522
AZ,62,no,yes,42,137.3,95,23.34,184.2,94,15.66,231.4,70,10.41,10.2,3,2.75,0,False,short-term,259,552.9,2.1347490347490345
NY,86,no,no,0,70.7,125,12.02,211.0,113,17.94,174.6,107,7.86,0.0,0,0.0,2,False,mid-term,345,456.29999999999995,1.3226086956521739
VA,44,no,no,0,204.6,117,34.78,205.2,94,17.44,164.6,84,7.41,10.7,5,2.89,0,False,short-term,295,574.4,1.9471186440677966
MD,111,no,no,0,123.1,88,20.93,213.9,84,18.18,184.9,88,8.32,12.0,2,3.24,5,True,mid-term,260,521.9,2.007307692307692
MA,127,no,yes,19,129.7,115,22.05,160.8,101,13.67,265.0,63,11.93,12.2,3,3.29,2,False,mid-term,279,555.5,1.9910394265232976
IL,151,yes,no,0,198.7,70,33.78,209.5,106,17.81,281.9,126,12.69,12.4,4,3.35,0,False,mid-term,302,690.0999999999999,2.285099337748344
LA,53,no,no,0,145.1,116,24.67,233.7,82,19.86,208.7,95,9.39,7.9,5,2.13,2,False,short-term,293,587.5,2.0051194539249146
MO,15,no,no,0,135.2,101,22.98,152.5,79,12.96,224.8,83,10.12,8.4,5,2.27,2,False,short-term,263,512.5,1.9486692015209126
DC,123,no,yes,28,124.7,105,21.2,250.4,78,21.28,216.4,128,9.74,7.8,8,2.11,1,False,mid-term,311,591.5,1.9019292604501608
PA,137,no,no,0,215.9,76,36.7,145.4,118,12.36,186.9,129,8.41,12.1,4,3.27,1,False,mid-term,323,548.2,1.697213622291022
TN,106,no,no,0,119.2,142,20.26,228.4,139,19.41,197.9,61,8.91,8.4,9,2.27,2,False,mid-term,342,545.5,1.595029239766082
NJ,88,no,no,0,144.3,116,24.53,156.4,74,13.29,214.7,90,9.66,7.8,10,2.11,3,False,mid-term,280,515.4000000000001,1.840714285714286
VA,106,no,no,0,235.2,121,39.98,220.6,87,18.75,236.3,91,10.63,11.8,4,3.19,1,False,mid-term,299,692.0999999999999,2.314715719063545
TN,95,no,no,0,174.0,57,29.58,281.1,118,23.89,197.2,94,8.87,9.7,2,2.62,0,False,mid-term,269,652.3,2.424907063197026
NJ,57,yes,no,0,115.0,65,19.55,122.3,96,10.4,245.0,75,11.03,6.4,1,1.73,0,True,short-term,236,482.3,2.04364406779661
WA,184,no,no,0,151.7,93,25.79,178.5,77,15.17,229.1,111,10.31,13.1,8,3.54,2,False,long-term,281,559.3,1.990391459074733
AR,109,no,no,0,153.1,102,26.03,234.1,77,19.9,329.2,74,14.81,9.9,9,2.67,3,False,mid-term,253,716.4,2.831620553359684
WI,127,no,no,0,218.6,93,37.16,149.9,130,12.74,204.6,131,9.21,9.2,5,2.48,2,False,mid-term,354,573.1,1.6189265536723165
WA,82,no,no,0,265.2,122,45.08,178.7,102,15.19,174.7,90,7.86,10.7,9,2.89,2,False,mid-term,314,618.5999999999999,1.9700636942675156
RI,180,no,no,0,143.3,134,24.36,180.5,113,15.34,184.2,87,8.29,10.1,4,2.73,1,False,long-term,334,508.0,1.5209580838323353
ME,174,no,no,0,190.3,98,32.35,252.7,70,21.48,220.6,97,9.93,7.2,9,1.94,2,False,long-term,265,663.6,2.5041509433962266
CO,92,no,no,0,184.7,60,31.4,262.0,73,22.27,239.5,120,10.78,12.3,6,3.32,2,True,mid-term,253,686.2,2.712252964426878
CO,81,no,no,0,115.3,99,19.6,224.7,117,19.1,152.5,98,6.86,18.0,2,4.86,1,False,short-term,314,492.5,1.5684713375796178
RI,125,no,no,0,113.0,108,19.21,169.2,107,14.38,156.6,61,7.05,9.2,5,2.48,2,True,mid-term,276,438.79999999999995,1.589855072463768
CT,119,no,no,0,294.2,100,50.01,232.5,53,19.76,195.0,64,8.78,9.0,1,2.43,0,True,mid-term,217,721.7,3.3258064516129036
NC,122,no,no,0,215.6,86,36.65,167.8,59,14.26,207.0,67,9.32,6.4,8,1.73,3,False,mid-term,212,590.4,2.7849056603773583
WY,34,no,no,0,128.8,80,21.9,208.7,93,17.74,202.1,103,9.09,14.0,7,3.78,1,False,short-term,276,539.6,1.955072463768116
OR,138,yes,yes,28,211.2,117,35.9,312.5,98,26.56,178.0,118,8.01,10.7,2,2.89,3,True,mid-term,333,701.7,2.1072072072072072
FL,90,no,yes,24,71.2,82,12.1,181.6,103,15.44,186.9,111,8.41,12.9,1,3.48,1,False,mid-term,296,439.70000000000005,1.4854729729729732
KY,73,no,no,0,94.9,121,16.13,253.2,83,21.52,175.1,86,7.88,14.2,2,3.83,2,False,short-term,290,523.2,1.804137931034483
SC,19,no,no,0,259.4,116,44.1,269.7,109,22.92,175.3,130,7.89,9.5,3,2.57,1,True,short-term,355,704.3999999999999,1.9842253521126756
WA,120,no,yes,28,215.8,123,36.69,285.2,76,24.24,192.1,78,8.64,6.9,3,1.86,1,False,mid-term,277,693.1,2.5021660649819495
MT,160,no,no,0,97.5,113,16.58,268.1,69,22.79,255.3,62,11.49,13.2,4,3.56,3,False,mid-term,244,620.9000000000001,2.5446721311475415
PA,141,no,no,0,146.5,121,24.91,169.9,125,14.44,238.8,112,10.75,8.2,5,2.21,0,False,mid-term,358,555.2,1.5508379888268158
MA,90,no,no,0,157.9,72,26.84,234.0,93,19.89,210.0,86,9.45,12.2,5,3.29,2,False,mid-term,251,601.9,2.39800796812749
VT,72,no,no,0,139.9,117,23.78,223.6,96,19.01,240.8,93,10.84,12.7,4,3.43,2,False,short-term,306,604.3,1.9748366013071894
MN,117,no,yes,21,153.2,112,26.04,263.3,110,22.38,135.0,85,6.08,11.9,7,3.21,1,False,mid-term,307,551.5,1.796416938110749
IL,79,yes,no,0,103.5,134,17.6,319.3,111,27.14,239.9,124,10.8,8.4,4,2.27,2,False,short-term,369,662.7,1.7959349593495937
AR,87,no,no,0,185.8,119,31.59,192.3,83,16.35,200.0,96,9.0,6.6,4,1.78,1,False,mid-term,298,578.1,1.9399328859060403
MD,102,no,no,0,129.5,56,22.02,354.2,118,30.11,145.5,93,6.55,10.9,3,2.94,1,False,mid-term,267,629.2,2.356554307116105
MT,49,no,no,0,236.6,91,40.22,220.9,146,18.78,146.8,114,6.61,8.9,2,2.4,1,False,short-term,351,604.3,1.7216524216524216
VT,67,no,no,0,260.4,107,44.27,208.2,104,17.7,207.9,115,9.36,10.0,2,2.7,6,False,short-term,326,676.5,2.0751533742331287
CO,107,no,no,0,167.3,100,28.44,163.9,79,13.93,185.9,100,8.37,6.7,5,1.81,2,False,mid-term,279,517.1,1.853405017921147
NC,190,no,no,0,182.2,101,30.97,212.3,95,18.05,233.0,123,10.49,9.3,4,2.51,2,False,long-term,319,627.5,1.9670846394984327
WA,118,no,no,0,113.0,80,19.21,150.1,87,12.76,204.3,115,9.19,10.8,4,2.92,2,False,mid-term,282,467.40000000000003,1.6574468085106384
TN,120,no,no,0,185.7,133,31.57,235.1,149,19.98,256.4,78,11.54,16.9,6,4.56,0,False,mid-term,360,677.1999999999999,1.881111111111111
AR,94,no,no,0,136.2,114,23.15,165.1,118,14.03,137.9,71,6.21,9.6,5,2.59,0,False,mid-term,303,439.19999999999993,1.4495049504950492
DC,115,no,yes,29,222.6,81,37.84,190.3,109,16.18,201.2,87,9.05,11.5,2,3.11,1,False,mid-term,277,614.0999999999999,2.2169675090252703
MN,61,no,no,0,197.3,67,33.54,264.5,106,22.48,210.5,116,9.47,9.0,6,2.43,1,False,short-term,289,672.3,2.326297577854671
IA,143,no,yes,33,141.4,130,24.04,186.4,114,15.84,210.0,111,9.45,7.7,6,2.08,1,False,mid-term,355,537.8,1.5149295774647886
KS,110,no,no,0,208.0,69,35.36,95.1,94,8.08,178.5,129,8.03,8.0,11,2.16,1,False,mid-term,292,481.6,1.6493150684931508
ND,104,no,no,0,118.5,92,20.15,177.8,109,15.11,255.7,98,11.51,12.1,4,3.27,1,False,mid-term,299,552.0,1.8461538461538463
MT,16,no,no,0,153.2,65,26.04,229.7,90,19.52,148.2,94,6.67,10.7,8,2.89,1,False,short-term,249,531.0999999999999,2.13293172690763
IL,183,no,no,0,108.3,87,18.41,183.6,116,15.61,176.6,109,7.95,13.5,2,3.65,0,False,long-term,312,468.5,1.501602564102564
DC,147,no,no,0,168.6,92,28.66,187.7,107,15.95,216.5,95,9.74,14.4,8,3.89,2,False,mid-term,294,572.8,1.948299319727891
KY,58,no,no,0,247.2,116,42.02,303.7,103,25.81,105.4,94,4.74,9.3,2,2.51,2,True,short-term,313,656.3,2.096805111821086
MS,102,yes,no,0,224.2,81,38.11,243.3,90,20.68,147.8,66,6.65,12.0,8,3.24,3,False,mid-term,237,615.3,2.5962025316455692
TN,123,no,no,0,166.9,98,28.37,221.8,77,18.85,243.9,114,10.98,12.8,4,3.46,3,False,mid-term,289,632.6,2.1889273356401384
IA,64,no,yes,43,118.4,100,20.13,144.1,108,12.25,158.1,91,7.11,8.5,6,2.3,1,False,short-term,299,420.6,1.4066889632107025
AK,103,no,no,0,190.9,62,32.45,226.6,53,19.26,230.1,96,10.35,7.8,3,2.11,2,False,mid-term,211,647.6,3.0691943127962085
MN,152,no,no,0,317.8,60,54.03,152.9,100,13.0,123.4,63,5.55,10.4,7,2.81,1,True,mid-term,223,594.1,2.6641255605381167
WV,124,no,no,0,312.0,112,53.04,180.0,109,15.3,168.6,94,7.59,12.8,4,3.46,1,True,mid-term,315,660.6,2.0971428571428574
OR,97,no,no,0,146.0,121,24.82,203.0,141,17.26,151.8,120,6.83,13.3,2,3.59,1,False,mid-term,382,500.8,1.3109947643979059
MS,131,no,no,0,131.6,95,22.37,179.3,109,15.24,251.2,129,11.3,15.5,3,4.19,1,True,mid-term,333,562.0999999999999,1.6879879879879878
ME,57,no,yes,33,193.4,105,32.88,231.6,79,19.69,226.2,90,10.18,11.1,11,3.0,2,False,short-term,274,651.2,2.3766423357664235
MN,157,no,no,0,185.1,92,31.47,213.0,85,18.11,196.1,85,8.82,8.5,5,2.3,2,False,mid-term,262,594.2,2.26793893129771
GA,194,no,no,0,193.3,106,32.86,169.0,150,14.37,225.2,122,10.13,11.8,4,3.19,0,False,long-term,378,587.5,1.5542328042328042
DC,66,no,no,0,146.4,107,24.89,196.5,99,16.7,230.1,106,10.35,7.8,2,2.11,1,False,short-term,312,573.0,1.8365384615384615
GA,155,no,no,0,71.2,90,12.1,304.4,119,25.87,183.3,103,8.25,8.6,4,2.32,0,False,mid-term,312,558.9,1.7913461538461537
NY,123,no,no,0,123.2,104,20.94,190.0,117,16.15,170.3,95,7.66,12.9,5,3.48,4,True,mid-term,316,483.5,1.5300632911392404
OK,116,no,no,0,205.0,90,34.85,140.9,114,11.98,272.6,96,12.27,7.5,4,2.03,2,False,mid-term,300,618.5,2.0616666666666665
OK,63,no,no,0,128.7,78,21.88,240.8,133,20.47,237.7,121,10.7,12.8,6,3.46,1,False,short-term,332,607.2,1.8289156626506025
GA,64,no,no,0,216.9,78,36.87,211.0,115,17.94,179.8,116,8.09,11.4,5,3.08,3,False,short-term,309,607.7,1.9666666666666668
NJ,96,no,no,0,150.0,122,25.5,218.5,116,18.57,212.4,89,9.56,9.8,1,2.65,3,False,mid-term,327,580.9,1.776452599388379
MN,53,no,no,0,164.1,106,27.9,206.0,56,17.51,194.7,124,8.76,11.4,2,3.08,1,False,short-term,286,564.8,1.9748251748251746
ME,105,no,no,0,212.0,113,36.04,226.6,128,19.26,193.6,114,8.71,8.9,7,2.4,3,False,mid-term,355,632.2,1.7808450704225354
MI,53,no,yes,37,167.3,99,28.44,194.7,99,16.55,236.7,112,10.65,12.0,9,3.24,2,False,short-term,310,598.7,1.9312903225806453
MT,101,no,no,0,154.4,130,26.25,217.2,101,18.46,185.4,52,8.34,13.9,4,3.75,1,False,mid-term,283,557.0,1.9681978798586572
NE,129,no,yes,30,177.3,95,30.14,211.8,102,18.0,240.2,108,10.81,9.3,7,2.51,3,False,mid-term,305,629.3,2.06327868852459
ND,122,no,no,0,231.2,141,39.3,267.8,136,22.76,240.3,100,10.81,8.8,5,2.38,1,True,mid-term,377,739.3,1.9610079575596815
VA,163,no,no,0,202.9,100,34.49,178.6,46,15.18,203.8,116,9.17,12.8,3,3.46,5,False,long-term,262,585.3,2.2339694656488547
VT,93,no,no,0,149.6,120,25.43,200.7,85,17.06,181.2,107,8.15,14.3,9,3.86,0,False,mid-term,312,531.5,1.703525641025641
OH,115,yes,no,0,345.3,81,58.7,203.4,106,17.29,217.5,107,9.79,11.8,8,3.19,1,True,mid-term,294,766.2,2.6061224489795918
AL,25,no,no,0,264.9,80,45.03,281.2,66,23.9,166.1,80,7.47,8.4,4,2.27,1,True,short-term,226,712.1999999999999,3.1513274336283184
DC,73,no,no,0,122.0,92,20.74,138.3,114,11.76,224.2,128,10.09,5.8,5,1.57,1,False,short-term,334,484.5,1.4505988023952097
ND,120,no,no,0,177.2,88,30.12,270.4,99,22.98,231.5,90,10.42,14.0,2,3.78,2,False,mid-term,277,679.0999999999999,2.451624548736462
TN,196,no,no,0,133.1,80,22.63,206.5,120,17.55,221.6,96,9.97,10.3,8,2.78,1,False,long-term,296,561.2,1.895945945945946
DE,97,no,no,0,225.1,90,38.27,279.5,127,23.76,233.8,103,10.52,8.8,4,2.38,0,True,mid-term,320,738.4000000000001,2.3075
NY,148,no,no,0,208.4,120,35.43,174.4,99,14.82,310.7,105,13.98,11.2,4,3.02,1,False,mid-term,324,693.5,2.140432098765432
AL,85,no,yes,30,173.1,107,29.43,247.2,101,21.01,158.7,104,7.14,11.5,5,3.11,1,False,mid-term,312,579.0,1.8557692307692308
OK,86,yes,no,0,162.4,131,27.61,167.0,102,14.2,128.9,118,5.8,11.4,2,3.08,2,True,mid-term,351,458.29999999999995,1.3056980056980056
MS,78,no,yes,13,281.2,93,47.8,178.2,101,15.15,244.2,129,10.99,6.4,5,1.73,2,False,short-term,323,703.5999999999999,2.178328173374613
MD,106,no,no,0,208.3,89,35.41,169.4,67,14.4,102.0,90,4.59,15.9,4,4.29,3,False,mid-term,246,479.70000000000005,1.9500000000000002
NE,147,no,yes,38,243.4,126,41.38,273.8,109,23.27,282.9,91,12.73,14.1,8,3.81,2,False,mid-term,326,800.1,2.4542944785276073
AR,145,no,no,0,224.2,89,38.11,314.9,121,26.77,182.9,121,8.23,16.1,3,4.35,1,True,mid-term,331,721.9999999999999,2.1812688821752264
IL,91,no,no,0,189.3,100,32.18,239.3,107,20.34,89.7,89,4.04,9.9,3,2.67,3,False,mid-term,296,518.3000000000001,1.7510135135135136
IN,81,no,yes,46,168.3,124,28.61,270.9,103,23.03,222.5,98,10.01,6.7,2,1.81,4,False,short-term,325,661.7,2.036
UT,116,no,yes,24,232.9,90,39.59,152.1,94,12.93,344.3,82,15.49,10.7,6,2.89,1,False,mid-term,266,729.3,2.7417293233082707
LA,69,no,yes,37,155.0,98,26.35,142.4,105,12.1,143.7,117,6.47,5.9,4,1.59,1,False,short-term,320,441.09999999999997,1.3784375
ID,135,no,no,0,154.4,130,26.25,203.8,90,17.32,158.7,59,7.14,11.8,3,3.19,0,False,mid-term,279,516.9000000000001,1.852688172043011
KY,73,no,no,0,234.7,102,39.9,195.7,110,16.63,253.4,71,11.4,8.4,8,2.27,2,False,short-term,283,683.8,2.4162544169611304
MI,48,no,no,0,240.0,88,40.8,141.0,117,11.99,128.9,137,5.8,7.1,9,1.92,1,False,short-term,342,509.9,1.49093567251462
NH,125,yes,no,0,298.4,78,50.73,270.5,142,22.99,107.3,84,4.83,12.2,2,3.29,0,True,mid-term,304,676.1999999999999,2.224342105263158
WV,100,no,no,0,166.0,102,28.22,236.1,97,20.07,134.3,93,6.04,10.9,4,2.94,1,False,mid-term,292,536.4000000000001,1.8369863013698633
OR,165,no,yes,33,111.6,140,18.97,213.3,111,18.13,267.6,115,12.04,16.0,3,4.32,0,False,long-term,366,592.5,1.6188524590163935
SD,64,no,no,0,174.5,98,29.67,180.2,103,15.32,179.0,89,8.06,10.7,2,2.89,2,False,short-term,290,533.7,1.840344827586207
MD,116,yes,yes,27,175.5,137,29.84,210.6,60,17.9,294.8,121,13.27,6.9,5,1.86,1,False,mid-term,318,680.9000000000001,2.1411949685534593
ND,147,yes,yes,35,157.5,109,26.78,189.6,67,16.12,227.0,76,10.22,11.1,2,3.0,3,True,mid-term,252,574.1,2.278174603174603
TN,115,no,no,0,206.2,113,35.05,176.4,102,14.99,297.1,119,13.37,11.0,7,2.97,1,False,mid-term,334,679.7,2.0350299401197605
MO,84,no,yes,35,207.5,138,35.28,201.0,116,17.09,164.5,107,7.4,7.5,16,2.03,4,False,mid-term,361,573.0,1.5872576177285318
IL,86,no,yes,16,144.8,105,24.62,206.2,111,17.53,255.4,117,11.49,11.6,2,3.13,4,False,mid-term,333,606.4,1.821021021021021
UT,134,no,no,0,258.8,85,44.0,129.5,114,11.01,193.6,106,8.71,10.9,7,2.94,2,False,mid-term,305,581.9,1.9078688524590164
MI,105,no,no,0,226.9,106,38.57,182.2,77,15.49,203.9,107,9.18,11.6,2,3.13,0,True,mid-term,290,613.0,2.113793103448276
AR,88,no,no,0,152.9,119,25.99,171.2,107,14.55,257.0,106,11.57,12.0,5,3.24,2,False,mid-term,332,581.1,1.7503012048192772
TX,90,no,yes,27,156.7,51,26.64,236.5,118,20.1,123.2,111,5.54,12.6,6,3.4,2,False,mid-term,280,516.4,1.8442857142857143
AK,86,no,no,0,150.8,85,25.64,295.9,88,25.15,247.2,104,11.12,12.5,1,3.38,1,False,mid-term,277,693.9,2.505054151624549
TN,37,no,no,0,221.0,126,37.57,204.5,110,17.38,118.0,98,5.31,6.8,3,1.84,4,False,short-term,334,543.5,1.627245508982036
NH,141,no,yes,32,322.4,92,54.81,283.2,107,24.07,209.5,111,9.43,6.7,3,1.81,1,True,mid-term,310,815.0999999999999,2.629354838709677
NM,148,no,no,0,153.6,148,26.11,262.1,87,22.28,225.5,99,10.15,9.8,3,2.65,2,False,mid-term,334,641.2,1.9197604790419163
MN,163,no,yes,22,215.1,91,36.57,138.9,102,11.81,146.2,109,6.58,12.4,2,3.35,2,False,long-term,302,500.2,1.6562913907284769
IA,89,no,yes,35,174.4,108,29.65,196.7,100,16.72,127.4,74,5.73,11.8,3,3.19,1,False,mid-term,282,498.5,1.7677304964539007
RI,63,no,no,0,180.5,126,30.69,230.0,98,19.55,232.5,73,10.46,10.6,3,2.86,0,False,short-term,297,643.0,2.164983164983165
AL,102,no,no,0,123.1,106,20.93,182.0,102,15.47,244.6,75,11.01,12.6,7,3.4,2,False,mid-term,283,549.7,1.9424028268551239
NC,76,no,no,0,165.7,94,28.17,257.4,80,21.88,170.8,114,7.69,10.0,4,2.7,1,False,short-term,288,593.9,2.0621527777777775
SD,104,no,no,0,200.2,92,34.03,118.7,87,10.09,236.6,65,10.65,6.0,6,1.62,2,False,mid-term,244,555.5,2.276639344262295
MT,109,no,no,0,154.8,82,26.32,287.7,109,24.45,208.4,80,9.38,5.9,9,1.59,3,False,mid-term,271,650.9,2.4018450184501843
HI,105,no,no,0,125.4,116,21.32,261.5,95,22.23,241.6,104,10.87,11.4,9,3.08,2,False,mid-term,315,628.5,1.9952380952380953
MT,63,no,yes,33,184.2,111,31.31,312.6,89,26.57,264.0,55,11.88,12.2,4,3.29,1,False,short-term,255,760.8,2.9835294117647058
KY,105,no,yes,24,274.7,99,46.7,193.5,118,16.45,299.6,109,13.48,10.8,3,2.92,3,False,mid-term,326,767.8,2.3552147239263803
DC,68,yes,yes,39,142.0,140,24.14,241.6,89,20.54,302.0,72,13.59,11.3,5,3.05,1,False,short-term,301,685.6,2.2777408637873755
CO,63,yes,yes,21,151.5,99,25.76,147.8,89,12.56,210.4,114,9.47,10.0,4,2.7,1,False,short-term,302,509.70000000000005,1.6877483443708612
MI,74,no,no,0,124.8,114,21.22,133.0,121,11.31,160.3,85,7.21,10.6,7,2.86,3,False,short-term,320,418.1,1.3065625
AL,76,no,no,0,179.2,85,30.46,222.9,66,18.95,188.2,113,8.47,12.4,2,3.35,0,False,short-term,264,590.3,2.2359848484848484
KS,91,yes,no,0,246.4,110,41.89,182.0,98,15.47,157.6,106,7.09,12.1,2,3.27,2,True,mid-term,314,586.0,1.8662420382165605
NC,101,no,no,0,232.7,114,39.56,186.4,123,15.84,153.3,122,6.9,11.5,6,3.11,5,False,mid-term,359,572.4000000000001,1.5944289693593316
SC,116,no,no,0,288.0,120,48.96,255.8,90,21.74,233.4,99,10.5,13.4,4,3.62,0,True,mid-term,309,777.1999999999999,2.5152103559870547
CO,131,no,yes,23,170.8,145,29.04,236.7,93,20.12,294.5,100,13.25,12.7,1,3.43,1,False,mid-term,338,702.0,2.076923076923077
MN,84,no,no,0,216.1,114,36.74,197.5,107,16.79,217.8,104,9.8,9.8,3,2.65,1,False,mid-term,325,631.4000000000001,1.942769230769231
WY,104,no,no,0,138.7,100,23.58,215.4,58,18.31,164.3,98,7.39,4.9,4,1.32,2,False,mid-term,256,518.4000000000001,2.0250000000000004
FL,108,no,no,0,210.7,112,35.82,238.7,73,20.29,253.6,90,11.41,9.2,5,2.48,3,False,mid-term,275,703.0,2.556363636363636
NY,111,no,no,0,181.8,117,30.91,158.1,91,13.44,266.2,123,11.98,9.7,9,2.62,0,False,mid-term,331,606.0999999999999,1.8311178247734137
OK,155,no,yes,30,61.6,103,10.47,255.1,110,21.68,225.9,96,10.17,12.4,5,3.35,1,False,mid-term,309,542.6,1.7559870550161814
ME,66,no,no,0,207.7,85,35.31,196.7,112,16.72,261.7,83,11.78,6.8,3,1.84,1,False,short-term,280,666.0999999999999,2.3789285714285713
NE,64,no,no,0,219.2,73,37.26,167.0,65,14.2,161.4,119,7.26,10.0,5,2.7,1,False,short-term,257,547.6,2.130739299610895
OH,69,no,no,0,227.0,122,38.59,258.7,111,21.99,169.7,87,7.64,8.9,1,2.4,2,False,short-term,320,655.4,2.0481249999999998
CT,116,no,no,0,245.9,73,41.8,240.1,87,20.41,158.7,89,7.14,8.9,5,2.4,3,False,mid-term,249,644.7,2.5891566265060244
DC,101,no,no,0,257.3,84,43.74,184.8,115,15.71,108.9,109,4.9,13.5,7,3.65,0,False,mid-term,308,551.0,1.7889610389610389
OK,15,no,no,0,121.1,130,20.59,216.0,86,18.36,235.1,33,10.58,16.1,5,4.35,2,False,short-term,249,572.2,2.297991967871486
NJ,88,no,no,0,301.5,136,51.26,257.7,72,21.9,132.9,118,5.98,13.4,2,3.62,4,True,mid-term,326,692.1,2.123006134969325
IA,197,no,no,0,233.9,96,39.76,218.9,111,18.61,182.9,109,8.23,9.5,3,2.57,0,False,long-term,316,635.7,2.011708860759494
VA,50,yes,no,0,99.6,108,16.93,308.7,102,26.24,161.2,62,7.25,13.7,6,3.7,2,True,short-term,272,569.5,2.09375
VA,172,no,no,0,169.8,123,28.87,183.1,94,15.56,395.0,72,17.77,12.7,7,3.43,2,False,long-term,289,747.9,2.587889273356401
NM,188,yes,yes,26,198.8,115,33.8,166.6,67,14.16,198.5,118,8.93,14.4,3,3.89,1,True,long-term,300,563.9,1.8796666666666666
FL,85,yes,no,0,116.2,86,19.75,229.7,127,19.52,204.2,109,9.19,10.1,3,2.73,3,False,mid-term,322,550.0999999999999,1.7083850931677016
RI,103,yes,no,0,255.9,128,43.5,140.9,92,11.98,308.9,130,13.9,12.1,2,3.27,1,True,mid-term,350,705.7,2.0162857142857145
NJ,136,no,yes,27,187.7,84,31.91,221.0,147,18.79,145.7,110,6.56,10.0,4,2.7,3,False,mid-term,341,554.4,1.6258064516129032
NE,155,no,yes,21,195.9,91,33.3,213.9,84,18.18,88.2,111,3.97,8.6,4,2.32,0,False,mid-term,286,498.0,1.7412587412587412
WV,145,no,no,0,129.4,97,22.0,185.4,101,15.76,204.7,106,9.21,1.1,2,0.3,2,False,mid-term,304,519.5,1.7088815789473684
WY,116,no,yes,12,221.0,108,37.57,151.0,118,12.84,179.0,80,8.06,9.0,6,2.43,2,False,mid-term,306,551.0,1.8006535947712419
SC,152,no,no,0,140.5,92,23.89,186.8,96,15.88,227.0,89,10.22,9.5,5,2.57,2,False,mid-term,277,554.3,2.0010830324909747
MS,65,yes,no,0,277.9,123,47.24,155.8,112,13.24,256.9,71,11.56,9.2,10,2.48,0,True,short-term,306,690.5999999999999,2.2568627450980387
ND,180,no,no,0,224.9,105,38.23,250.0,101,21.25,216.1,73,9.72,6.7,5,1.81,3,True,long-term,279,691.0,2.4767025089605736
IL,67,no,no,0,109.1,117,18.55,217.4,124,18.48,188.4,141,8.48,12.8,6,3.46,0,False,short-term,382,514.9,1.3479057591623036
